_id,latest_count_id,latest_count_type,latest_count_date_start,latest_count_date_end,latest_count_duration,location_name,longitude,latitude,centreline_id,avg_daily_vol,avg_weekday_daily_vol,avg_weekend_daily_vol,avg_wkdy_am_peak_start,avg_wkdy_am_peak_vol,avg_wkdy_pm_peak_start,avg_wkdy_pm_peak_vol,avg_speed,avg_85th_percentile_speed,avg_95th_percentile_speed,avg_heavy_pct
1,3011695,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Chestnut Cres: Ww E Pidgeon N Chestnut - Anaconda Ave,-79.27512536715733,43.71776487774428,30055414,366.7,366.7,,08:45:00,38.7,15:00:00,60.3,23.8,29.5,32.9,
2,3011700,ATR_SPEED_VOLUME,2025-01-07,2025-01-07,24,Sheffield St: Ingram Dr - Densley Ave,-79.46975330534835,43.70305150617117,11382359,5677,5677,,08:15:00,440,15:30:00,554,30.2,34.5,38,
3,3011704,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Brooklawn Ave: Ln S Kingston W Harewood - Kingston Rd,-79.23595646503256,43.721723526381396,60025647,1454.3,1454.3,,08:00:00,155,16:30:00,130.3,24.5,29.1,31.3,
4,3011658,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Bendale Blvd: McCowan Rd - Perivale Cres,-79.24160343717112,43.74815393769734,110103,496.7,496.7,,08:15:00,35.7,14:45:00,47,26.8,29.9,33.7,
5,3011673,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Corbett Ave: Mould Ave - Ln E Jane N Corbett,-79.48958000000002,43.67112,20089967,805.7,805.7,,08:30:00,56.7,15:15:00,87,28.3,33.5,35,
6,3011679,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Cornwallis Dr: Denham Rd - Ellendale Dr,-79.27760500000001,43.751535000000004,109877,1619.3,1619.3,,08:00:00,143,15:00:00,140,29.6,34,37.2,
7,3011682,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,St Andrews Rd: Thomson Memorial Park Trl - Kencliff Cres,-79.24826213357677,43.75978648128894,30010613,739,739,,08:15:00,68,16:30:00,71,29.4,34.1,36.7,
8,3011680,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Cornwallis Dr: Portsdown Rd - Blaisdale Rd,-79.28029000000001,43.75099,109931,1459.3,1459.3,,08:00:00,151.3,14:45:00,144.3,29.4,33.9,36.3,
9,3011659,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Bendale Blvd: Perivale Cres - Rossander Crt,-79.23983529248824,43.74959406599805,110058,165.3,165.3,,09:00:00,12.3,17:30:00,17,25.7,29.8,33.4,
10,3011681,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,St Andrews Rd: Brimley Rd - Neapolitan Dr,-79.25710000000001,43.76193500000001,2146326,1335.3,1335.3,,08:15:00,146.3,15:15:00,129.7,31,34.6,38.5,
11,3011683,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,St Andrews Rd: near Suraty Ave,-79.25218283744113,43.7604030180621,30083231,891,891,,08:15:00,84.3,14:30:00,84,29.5,33.6,34.8,
12,3011685,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Broadbent Ave: Midland Ave - Chipper Cres,-79.25917993242679,43.73910379449689,110831,907.7,907.7,,08:15:00,126.7,14:45:00,96,22.8,28.4,29.6,
13,3011686,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Broadbent Ave: Chipper Cres - Chillery Ave,-79.25710737673434,43.73975617088948,110802,663.7,663.7,,08:15:00,107.3,14:45:00,76.7,30,34.4,38.2,
14,3011688,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Belsize Dr: Wilfrid Ave - Acacia Rd,-79.39137000000001,43.701440000000005,7324291,846.7,846.7,,08:15:00,116.7,16:45:00,94,21.1,27.3,29.3,
15,3011671,ATR_SPEED_VOLUME,2025-01-07,2025-01-09,72,Claremore Ave: Sandown Lane - McIntosh St,-79.25374799641496,43.70425778271796,112535,2360,2360,,08:15:00,176.7,15:00:00,217,22.8,27.9,29.4,
16,3011646,ATR_SPEED_VOLUME,2024-12-17,2024-12-19,72,Wetherby Dr: Brimley Rd - Shaddock Cres,-79.24802477967289,43.73899889699857,110838,1574.7,1574.7,,07:45:00,131.7,16:00:00,118.3,38.3,46.7,52,
17,3011637,ATR_SPEED_VOLUME,2024-12-17,2024-12-19,72,Indian Grv: Howard Park Ave - Indian Valley Cres,-79.45685970967625,43.6505480936243,30145753,1041.7,1041.7,,08:15:00,100,16:15:00,108.3,33.2,41.1,46.2,
18,3011636,ATR_SPEED_VOLUME,2024-12-17,2024-12-19,72,Grenadier Rd: Indian Rd - Parkside Dr,-79.45588500000001,43.647775,10757713,837.3,837.3,,,,,,31.5,39.3,43.9,
19,3011635,ATR_SPEED_VOLUME,2024-12-17,2024-12-19,72,Glenwood Ave: Fairview Ave - Kennedy Ave,-79.47688447712636,43.65747894773965,7985713,574.7,574.7,,,,,,30.5,38.5,43.2,
20,3011634,ATR_SPEED_VOLUME,2024-12-17,2024-12-19,72,St Leonard's Ave: Mount Pleasant Rd - Dundurn Rd,-79.39483000000001,43.722495,1137883,2437.3,2437.3,,,,,,28.7,34.9,39.3,
21,3011660,ATR_SPEED_VOLUME,2024-12-17,2024-12-19,72,Humbercrest Blvd: St Mark's Rd - St John's Rd,-79.492975,43.660415,9497,1915.7,1915.7,,08:30:00,170.3,15:15:00,235.3,32.4,38.9,43.1,
22,3011562,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Courcelette Rd: Queen St E - Windsor Ave,-79.27804669559674,43.67643723014027,113268,602.7,602.7,,08:15:00,39.7,16:45:00,90.7,30.7,39,43.9,
23,3011610,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Crow Trl: Bradstone Sq - Crittenden Sq,-79.23300673761813,43.81160447232285,103942,1832.7,1832.7,,08:00:00,202,14:45:00,193.7,37,43.9,48.5,
24,3011611,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Baldoon Rd: Crow Trl - Finch Ave E,-79.23196000000002,43.814305000000004,103753,2392.7,2392.7,,07:45:00,164.3,17:00:00,213.3,39.6,46.7,49.9,
25,3011612,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Crow Trl: Horseley Hill Dr - Tunmead Sq,-79.23232556188576,43.810031498362015,104120,1890,1890,,08:15:00,220.3,15:00:00,167.7,33.8,43.1,48.3,
26,3011621,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,East Ave: Golders Green Ave - Maberley Cres,-79.133335,43.784795,9085646,3882,3882,,07:45:00,418.3,17:00:00,419.7,29.6,36.9,39.4,
27,3011623,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Joy Dr: near Elinor Ave,-79.30289702557201,43.75157703442658,30064914,965.3,965.3,,08:30:00,112,15:15:00,113.3,36.4,43.8,48.5,
28,3011622,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Conger Coal Lane: Church St - Market St,-79.37213708931962,43.64679176799214,30154379,870,870,,08:30:00,66,17:15:00,83.3,21.7,29.9,34.8,
29,3011595,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Brenyon Way: Foregate Ave - Wickson Trl,-79.20893745360709,43.80426034892853,104759,5123.7,5123.7,,08:15:00,370.3,17:15:00,453,46.4,53.5,58.8,
30,3011597,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Brenyon Way: 200 Brenyon Way - Pioneer Ptwy,-79.21337379368495,43.80619827606433,11047900,4991,4991,,08:30:00,482.7,15:00:00,464,38.1,44.8,49.7,
31,3011587,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Venture Dr: Thornmount Dr - Thornmount Dr,-79.19825614047635,43.80498449740129,104477,3735.3,3735.3,,08:15:00,288.3,15:15:00,340.3,44.5,52.6,57.4,
32,3011608,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Crow Trl: McGinty Pl - Bondgate Crt,-79.22805897859658,43.81295978220293,103840,2584,2584,,08:15:00,202,15:00:00,211,35.4,42,45,
33,3011570,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Malvern St: Lenthall Ave - Greenhedges Crt,-79.23659716515574,43.799127165155745,105101,5235,5235,,08:30:00,396.3,16:30:00,593,37.9,44.4,49,
34,3011569,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Malvern St: Sheppard Ave E - 75 Malvern St,-79.23511,43.79509,105572,8162.3,8162.3,,08:00:00,592.3,16:30:00,754.3,33.4,43.5,48.6,
35,3011561,ATR_SPEED_VOLUME,2024-12-10,2024-12-12,72,Windsor Ave: Victoria Park Ave - Blantyre Ave,-79.28044500000001,43.677055,113258,765.7,765.7,,08:30:00,89.7,17:15:00,76.7,27.7,34,37.7,
36,3008387,ATR_SPEED_VOLUME,2024-11-26,2024-11-28,72,Rexdale Blvd: near Bergamot Ave,-79.5611499829289,43.71298976576609,908025,22212.3,22212.3,,08:00:00,1330.7,17:45:00,1421,41.3,59.5,67.3,
37,3008893,ATR_SPEED_VOLUME,2024-11-26,2024-11-28,72,Donlands Ave: Pape Ave - Leaside Bdge,-79.34889000000001,43.697100000000006,7466899,17008.7,17008.7,,08:00:00,1376,16:30:00,1219.7,41.5,49.8,54.5,
38,3009626,ATR_SPEED_VOLUME,2024-11-26,2024-11-28,72,Cornwall St: Oak Street Park Trl - Picking Coke Lane,-79.35726500000001,43.662110000000006,30104668,489,489,,08:45:00,35.7,17:00:00,43,24.7,33.6,38.7,
39,3008946,ATR_SPEED_VOLUME,2024-11-26,2024-11-28,72,Finch Ave E: Sandhurst Crcl - Middlefield Rd,-79.26024000006754,43.80935999998593,104202,21494,21494,,08:15:00,1484,16:45:00,1724.7,54.4,62.2,67.2,
40,3008971,ATR_SPEED_VOLUME,2024-11-26,2024-11-28,72,Yonge St: York Mills Rd - William Carson Cres,-79.40709000000001,43.74572500000001,20061060,47754,47754,,07:45:00,3770.3,17:00:00,3158,51.1,61.5,68.1,
41,3008949,ATR_SPEED_VOLUME,2024-11-26,2024-11-28,72,Birchmount Rd: Pinegrove Ave - Highview Ave,-79.26483201409154,43.69904917707943,112783,12374,12374,,08:15:00,988,15:15:00,1020.3,51.5,58.7,63.7,
42,3008947,ATR_SPEED_VOLUME,2024-11-26,2024-11-28,72,Finch Ave E: McCowan Rd - Sandhurst Crcl,-79.26464465896149,43.80842842235775,10155169,24700.7,24700.7,,08:00:00,1822.7,17:00:00,1892.7,50,58.5,63.7,
43,3009227,ATR_SPEED_VOLUME,2024-11-26,2024-11-28,72,Steeles Ave E: Kelvin Grove Ave - Kennedy Rd,-79.3096483583847,43.823092933472715,103197,43619,43619,,08:15:00,2854.7,17:00:00,3179.7,53.5,61,66.4,
44,3011543,ATR_SPEED_VOLUME,2024-11-19,2024-11-21,72,Sewells Rd: near Old Finch Ave,-79.19926283171733,43.826507544494675,103009,3299.3,3299.3,,08:00:00,305.3,16:00:00,431,51.7,59.4,64.6,
45,3011515,ATR_SPEED_VOLUME,2024-11-19,2024-11-21,72,Kingston Rd: near Brimley Rd,-79.2421585282115,43.71666429457538,112019,35397.3,35397.3,,08:00:00,2817,16:15:00,3089,59,67.8,73.9,
46,3011489,ATR_SPEED_VOLUME,2024-11-19,2024-11-21,72,Goldenwood Rd: Harrington Cres - Topaz Gt,-79.38005297304,43.80428407388877,9392494,356.7,356.7,,08:45:00,24.7,18:15:00,29.7,36.8,46.3,49.9,
47,3011514,ATR_SPEED_VOLUME,2024-11-19,2024-11-21,72,Kingston Rd: Midland Ave - Chine Dr,-79.24667772567837,43.712663458543446,8794156,33591.7,33591.7,,08:00:00,2459.7,16:15:00,2948,55.4,63.9,69.6,
48,3010752,ATR_SPEED_VOLUME,2024-11-19,2024-11-21,72,Glendale Ave: The Queensway - Merrick St,-79.45126000000002,43.64,10757621,2484.3,2484.3,,08:30:00,248.7,14:45:00,160,23.8,28.4,33.4,
49,3010757,ATR_SPEED_VOLUME,2024-11-19,2024-11-21,72,Seaforth Ave: West Lodge Ave - Lansdowne Ave,-79.436845,43.642825,10180125,889.3,889.3,,08:30:00,79,16:45:00,94.7,22.1,29.6,33.9,
50,3011077,ATR_SPEED_VOLUME,2024-11-19,2024-11-21,72,Bayview Ave: Don River W Branch - Arjay Cres,-79.3812958156241,43.73313441396567,443573,56154,56154,,08:00:00,4402.7,14:15:00,3895.7,48.8,59.9,65,
51,3011467,ATR_SPEED_VOLUME,2024-11-13,2024-11-13,24,St Clair Ave W: near Scarlett Rd,-79.49741,43.66641500000001,9343,21288,21288,,07:15:00,1560,16:15:00,1627,49.3,57.5,62.9,
52,3011466,ATR_SPEED_VOLUME,2024-11-13,2024-11-13,24,Eglinton Ave W: Black Creek Dr - Keelesdale Dr,-79.483305,43.68827,8492108,24588,24588,,07:45:00,1873,16:45:00,2131,41.7,54.8,62.5,
53,3011452,ATR_SPEED_VOLUME,2024-11-13,2024-11-13,24,Jane St: Sandcliff Rd - Outlook Ave,-79.49666,43.67848000000001,9070,28781,28781,,08:00:00,2147,15:30:00,2219,43.4,51.7,56.9,
54,3011450,ATR_SPEED_VOLUME,2024-11-13,2024-11-13,24,Jane St: Bexley Cres - Lambton Ave,-79.49765000000001,43.680835,9486961,28011,28011,,07:30:00,2057,17:00:00,2164,43.4,52.9,58.6,
55,3011468,ATR_SPEED_VOLUME,2024-11-13,2024-11-13,24,St Clair Ave W: Hounslow Heath Rd - Ln E Osler S St Clair,-79.460255,43.674150000000004,14050252,16929,16929,,07:45:00,1190,17:00:00,1114,30.8,42.6,48.3,
56,3011459,ATR_SPEED_VOLUME,2024-11-12,2024-11-14,72,Weston Rd: McCormack St - Northland Ave,-79.472995,43.678065000000004,10364900,37505.7,37505.7,,07:30:00,2612,16:15:00,2391,44.8,53.7,59,
57,3011532,ATR_SPEED_VOLUME,2024-11-12,2024-11-14,72,Weston Rd: Lanyard Rd - Zappacosta Dr,-79.541865,43.74956,30096169,24485.7,24485.7,,08:15:00,1665.3,15:45:00,1917.7,46.1,54.6,60,
58,3011462,ATR_SPEED_VOLUME,2024-11-12,2024-11-14,72,Keele St: Dundas St W - Ln N Dundas E Keele,-79.464605,43.665580000000006,14014090,38168.7,38168.7,,07:30:00,2498,16:15:00,2524.7,32.9,43.6,48.9,
59,3011460,ATR_SPEED_VOLUME,2024-11-12,2024-11-14,72,Weston Rd: Birdstone Cres - Gunns Rd,-79.4698182673892,43.67504618825624,14659126,33231,33231,,07:15:00,2302.7,16:45:00,2055.7,46.4,56.4,62,
60,3011496,ATR_SPEED_VOLUME,2024-11-12,2024-11-14,72,Dufferin St: Norton Ave - Ascot Ave,-79.44365,43.67945,9741478,25006.7,25006.7,,08:00:00,1750.3,16:00:00,1976,36.3,44.9,49.8,
61,3011464,ATR_SPEED_VOLUME,2024-11-12,2024-11-14,72,Eglinton Ave W: near Royal York Rd,-79.52185843016467,43.68321789377042,60009018,36106.3,36106.3,,07:30:00,2547,16:30:00,2747.7,63.7,71.8,77.9,
62,3011458,ATR_SPEED_VOLUME,2024-11-12,2024-11-14,72,Weston Rd: Rogers Rd - Porter Ave,-79.47766496570563,43.68231889067758,8891,39766,39766,,07:30:00,2716,16:15:00,2679.7,43.9,54.1,59.5,
63,3011457,ATR_SPEED_VOLUME,2024-11-12,2024-11-14,72,Weston Rd: Lambton Ave - Ln E Weston S Barr,-79.484725,43.6846,20112928,14941.3,14941.3,,07:45:00,961.7,16:15:00,1082,43.3,52.9,58.4,
64,3011461,ATR_SPEED_VOLUME,2024-11-12,2024-11-14,72,Keele St: West Toronto St - Lloyd Ave,-79.466805,43.67069500000001,9086163,26799.7,26799.7,,07:30:00,1948,18:45:00,1660.3,36.7,48.9,54.7,
65,3011283,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Scarsdale Rd: Preakness Dr - Don Mills Trail,-79.3550643690454,43.75025414885597,30084194,5638,5638,,08:00:00,854,15:30:00,747.7,43.9,49.4,53.8,
66,3011319,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Deerford Rd: Hobart Dr - Van Horne Ave,-79.34890474487324,43.78711419647185,437256,674.7,674.7,,08:15:00,70,17:45:00,69,38.3,44.8,49.7,
67,3011285,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Scarsdale Rd: Bond Ave - Preakness Dr,-79.35412500000001,43.74548,14627785,2632.7,2632.7,,08:00:00,383.7,15:45:00,388.7,37.5,44.9,49.8,
68,3011287,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Maxome Ave: Newton Dr - Lloydminster Cres,-79.40341354680663,43.79587662917128,436701,2748.7,2748.7,,08:00:00,274,17:15:00,286.7,41.1,48.3,53.2,
69,3011463,ATR_SPEED_VOLUME,2024-11-05,2024-11-05,24,Caledonia Rd: Norman Ave - Ln N Norman E Caledonia,-79.45586,43.67799000000001,14015399,16213,16213,,08:15:00,1162,17:15:00,1234,40.1,48.5,53.3,
70,3011288,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Maxome Ave: Finch Corridor Trl - Gustav Cres,-79.40045294956175,43.78746451754573,30106666,3494.3,3494.3,,08:00:00,500.7,17:30:00,416.3,41.7,49.5,54.4,
71,3011289,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Maxome Ave: Arran Cres - Regis Dr,-79.40499021220403,43.79916017362147,436525,2730.7,2730.7,,08:15:00,274,17:15:00,288,41.9,48.4,53.2,
72,3011455,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Jane St: Woolner Ave - Ellins Ave,-79.49396000000002,43.67213000000001,9486991,24398.3,24398.3,,07:45:00,1730.7,15:30:00,1837.7,42.2,52.8,58.2,
73,3011456,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Jane St: Pritchard Ave - Ln N Pritchard E Jane,-79.49292500000001,43.669735,20089948,24857.3,24857.3,,07:45:00,1742.3,16:15:00,1909.7,43.6,53.3,59,
74,3011454,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Jane St: Haney Ave - Black Creek Trl,-79.49482000000002,43.674150000000004,30007276,24954,24954,,07:30:00,1697.7,16:30:00,1850,46.7,57.7,63.1,
75,3011451,ATR_SPEED_VOLUME,2024-11-05,2024-11-05,24,Jane St: Outlook Ave - Pendeen Ave,-79.49705,43.679355,9486963,25647,25647,,07:45:00,1882,17:00:00,1969,40.2,49.5,54.7,
76,2852700,VEHICLE_CLASS,2021-06-22,2021-06-24,72,Colborne Lodge Dr: High Park Trl - Spring Rd,-79.46474,43.651926112484716,30042187,4225.3,4225.3,,06:30:00,294.3,18:00:00,394.7,,,,0.028
77,3011465,ATR_SPEED_VOLUME,2024-11-05,2024-11-05,24,Eglinton Ave W: Emmett Ave - Humber River Recreational Trl,-79.50614301360392,43.68466647440021,30055589,38788,38788,,07:15:00,2875,16:45:00,2988,63.6,72.3,78.7,
78,3011449,ATR_SPEED_VOLUME,2024-11-05,2024-11-05,24,Jane St: Lambton Ave - Eglinton Ave West Trl,-79.498255,43.682700000000004,30006755,26066,26066,,07:45:00,1939,17:00:00,2017,50.4,59.4,64.9,
79,3010821,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Lawrence Ave E: Andover Cres - 4140 Lawrence Ave E,-79.19329,43.766850000000005,108410,27258.7,27258.7,,08:00:00,2126.3,16:45:00,2092.3,53.5,61.7,66.6,
80,3011317,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Esterbrooke Ave: Shaughnessy Blvd - Don Mills Rd,-79.35133302171275,43.778840120868516,9962920,4414,4414,,08:00:00,431.3,17:15:00,418.3,40.8,48.3,53.2,
81,3011318,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Goodview Rd: Shaughnessy Blvd - Don Mills Rd W,-79.35465590812139,43.78381768742526,8754208,1060,1060,,08:00:00,110.3,17:30:00,104,34.7,42.4,46.7,
82,3011402,ATR_SPEED_VOLUME,2024-11-05,2024-11-07,72,Torrance Rd: Grace St - Adler St,-79.23672189567785,43.74296636394145,110554,1164,1164,,08:15:00,166.7,14:45:00,136,38.3,46.7,51.8,
83,3011307,ATR_SPEED_VOLUME,2024-10-29,2024-11-14,408,Edgecombe Ave: Otter Cres - Caribou Rd,-79.41625448485428,43.71976274128412,444934,658.2,658.2,,08:00:00,70.8,15:30:00,95.7,29.5,38.2,43.3,
84,3011421,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Milkwood Ave: Stonecrop Lane - Turnvale Rd,-79.590225,43.729765,10133403,2326.7,2326.7,,08:00:00,143.7,15:00:00,227.3,40.8,48.8,54.2,
85,3011419,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Davisville Ave: Pailton Cres - Acacia Rd,-79.39026000000001,43.69962,1138796,13094.3,13094.3,,08:00:00,952.3,16:30:00,954.3,40.2,47.2,51.3,
86,3011416,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Eagle Point Rd: Crowfoot Pl - Huntsmill Blvd,-79.32682,43.806180000000005,104542,3148.3,3148.3,,08:15:00,379.7,14:45:00,271,36,43.3,47.7,
87,3011413,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Maidstone St: Lawnside Dr - Raven Rd,-79.50395,43.71374,445742,2254.7,2254.7,,08:00:00,248.3,16:45:00,253,42.9,49.9,56.3,
88,3011412,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Rustic Rd: Stella St - Liscombe Rd,-79.500195,43.713185,445768,2396.3,2396.3,,07:45:00,309.3,16:30:00,252.3,39.8,47.8,53,
89,3011411,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Oakwood Ave: near Glenhurst Ave,-79.4362587278995,43.681010499895024,8933,18161.3,18161.3,,08:00:00,1132,15:15:00,1140.3,41.1,48.9,53.7,
90,3011408,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Oakwood Ave: Clovelly Ave - Gloucester Grv,-79.441985,43.695385,7748,20602.7,20602.7,,08:00:00,1224.7,18:15:00,1166.7,41.9,49.6,54.6,
91,3011407,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Northcliffe Blvd: Vaughan Rd - Ln S Eglinton E Northcliffe,-79.44724872350497,43.69513713217268,30011644,7052.3,7052.3,,08:30:00,484,17:00:00,526,31.7,39.9,44.7,
92,3011401,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Summerhill Ave: Highland Cres - Gregory Ave,-79.38161668413983,43.6848673486521,7941825,2026.7,2026.7,,08:15:00,184,14:45:00,193.3,37.4,43.8,48.4,
93,3011400,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Summerhill Ave: Maclennan Trl - Jean St,-79.37590500000002,43.686060000000005,30071257,3236.3,3236.3,,08:15:00,265.3,14:45:00,295,25.3,33.3,37.5,
94,3011399,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Maclennan Ave: Douglas Dr - Whitehall Rd,-79.37775500000001,43.684735,5588352,1838,1838,,08:15:00,161,16:00:00,176,32,38.7,43.3,
95,3011398,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Maclennan Ave: Scholfield Ave - Douglas Dr,-79.37736000000001,43.683840000000004,1139798,1785.7,1785.7,,08:00:00,163.3,16:15:00,168.3,32,38.6,42.5,
96,3011397,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Kilmarnock Ave: Glasgow Ave - Davidson Ave,-79.262305,43.711215,10948176,386.7,386.7,,08:15:00,20,17:15:00,31.7,32.8,42.4,48.6,
97,3011396,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Warden Ave: near Viewbank Rd,-79.27008500000001,43.68571,2283539,304,304,,08:00:00,21,15:30:00,29.3,27.5,36.7,41.6,
98,3011395,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,High Park Ave: Humberside Ave - Annette St,-79.46873000000001,43.661680000000004,8005169,4177.7,4177.7,,08:15:00,292.7,16:30:00,364,38.3,44.7,49.4,
99,3011394,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Pacific Ave: Ln N Annette W Pacific - Ln S Dundas E Pacific,-79.46825000000001,43.66462,14042228,3757,3757,,08:15:00,217,15:30:00,368.3,29.5,37.9,42.9,
100,3011393,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Pacific Ave: Humberside Ave - Annette St,-79.46713500000001,43.662035,1143835,2194.7,2194.7,,08:15:00,159.7,18:00:00,206.3,35.2,43,47.9,
101,3011392,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Hillmount Ave: Capitol Ave - Hillmount Parkette Trl,-79.450545,43.70665,30108690,839.3,839.3,,08:15:00,69,16:45:00,90.7,33.5,39.8,44.7,
102,3011325,ATR_SPEED_VOLUME,2024-10-29,2024-10-29,24,Orton Park Rd: Merkley Sq - Botany Hill Rd,-79.210065,43.774570000000004,4206469,6640,6640,,08:15:00,534,17:00:00,606,45.9,52.3,57,
103,3011324,ATR_SPEED_VOLUME,2024-10-29,2024-10-29,24,Orton Park Rd: 371 Orton Park Rd - 400 Orton Park Rd,-79.21530383547105,43.778460936016515,107216,7524,7524,,08:00:00,603,17:15:00,676,42.6,48.7,53,
104,3011323,ATR_SPEED_VOLUME,2024-10-29,2024-10-29,24,Orton Park Rd: Amboy Rd - Thornbeck Dr,-79.2072,43.76775500000001,108407,7667,7667,,08:15:00,522,16:45:00,689,47.1,53.4,58.2,
105,3011322,ATR_SPEED_VOLUME,2024-10-29,2024-10-31,72,Weston Rd: Coulter Ave - Rectory Rd,-79.52886500000001,43.704845000000006,9950095,20179,20179,,07:45:00,1286.3,17:00:00,1559,45.8,54.2,59.6,
106,3010741,ATR_SPEED_VOLUME,2024-10-23,2024-10-25,72,Sunnyside Ave: Parkdale Rd - Galley Ave,-79.44976,43.642125,8007312,1339,1339,,08:00:00,108.3,15:30:00,123.3,28.7,34.9,39.1,
107,3010749,ATR_SPEED_VOLUME,2024-10-23,2024-10-25,72,Parkdale Rd: Ln W Sunnyside S Garden - Glendale Ave,-79.45048927630724,43.641690829846254,14017727,2046,2046,,09:15:00,176.7,14:00:00,129.3,26.2,33.8,38.5,
108,3011242,ATR_SPEED_VOLUME,2024-10-22,2024-10-24,72,Leroy Ave: Sammon Ave - Mortimer Ave,-79.33414,43.68798,1780,301.3,301.3,,08:15:00,27.3,18:15:00,27.3,30.4,39.3,44.6,
109,3011253,ATR_SPEED_VOLUME,2024-10-22,2024-10-24,72,Breadalbane St: St Luke Lane - Bay St,-79.38576098526197,43.66357466968986,14673181,2142.7,2142.7,,08:30:00,190.3,17:00:00,173,23.8,33.4,38.4,
110,3011279,ATR_SPEED_VOLUME,2024-10-22,2024-10-24,72,Hollis Ave: Dunington Dr - Manderley Dr,-79.27154000000002,43.693195,112947,5350.3,5350.3,,08:00:00,496.3,16:30:00,583.7,40.5,47.7,51.7,
111,3011280,ATR_SPEED_VOLUME,2024-10-22,2024-10-24,72,North Woodrow Blvd: Zenith Dr - Dunlop Ave,-79.265705,43.712805,112171,954.3,954.3,,08:30:00,74.3,17:15:00,82.7,37.2,44.6,49.9,
112,3011281,ATR_SPEED_VOLUME,2024-10-22,2024-10-24,72,Dunstall Cres: Manaham Rd - Brightside Dr,-79.163475,43.770205000000004,107955,350.3,350.3,,08:00:00,45,14:45:00,44,29.1,38,42.8,
113,3011282,ATR_SPEED_VOLUME,2024-10-22,2024-10-24,72,Pickthall Ter: near Cindy Nicholas Dr,-79.19969091340242,43.79407561649497,20030249,484.3,484.3,,08:00:00,41,17:00:00,43,29.2,36.8,39.6,
114,3011291,ATR_SPEED_VOLUME,2024-10-22,2024-10-24,72,Royal York Rd: Hillside Ave - MacDonald St,-79.49603,43.610545,7872187,8453.7,8453.7,,08:15:00,564,17:00:00,726.3,45,53.3,58.3,
